Quarter,Department,Location,Category,Budgeted_Amount,Actual_Spending
Q2 2024,IT,New York,Training,390546,269462
Q2 2024,IT,New York,Equipment,861661,170363
Q2 2024,IT,New York,Utilities,927425,463854
Q2 2024,IT,New York,Miscellaneous,313579,297255
Q2 2024,IT,New York,Marketing,516584,231642
Q2 2024,IT,New York,Consulting,928814,236412
Q2 2024,IT,New York,Maintenance,64965,243895
Q2 2024,IT,New York,Software Licenses,516249,837565
Q2 2024,IT,New York,Healthcare,374192,707458
Q2 2024,IT,New York,Security,883876,347136
Q2 2024,IT,New York,Catering,333066,566899
Q2 2024,IT,New York,Transportation,98799,595160
Q2 2024,IT,New York,Legal Fees,94948,640495
Q2 2024,IT,San Francisco,Salaries,477055,251240
Q2 2024,IT,San Francisco,Office Supplies,144314,1092350
Q2 2024,IT,San Francisco,Travel,249099,676016
Q2 2024,IT,San Francisco,Training,796379,963134
Q2 2024,IT,San Francisco,Equipment,768610,361807
Q2 2024,IT,San Francisco,Utilities,727826,887269
Q2 2024,IT,San Francisco,Miscellaneous,760066,894999
Q2 2024,IT,San Francisco,Marketing,256821,593039
Q2 2024,IT,San Francisco,Consulting,718176,896519
Q2 2024,IT,San Francisco,Maintenance,311929,144777
Q2 2024,IT,San Francisco,Software Licenses,907395,218971
Q2 2024,IT,San Francisco,Healthcare,787939,573523
Q2 2024,IT,San Francisco,Security,461188,274190
Q2 2024,IT,San Francisco,Catering,683511,265402
Q2 2024,IT,San Francisco,Transportation,12618,1055404
Q2 2024,IT,San Francisco,Legal Fees,337430,314845
Q2 2024,IT,Chicago,Salaries,279266,232124
Q2 2024,IT,Chicago,Office Supplies,663714,662466
Q2 2024,IT,Chicago,Travel,897030,893787
Q2 2024,IT,Chicago,Training,949483,500412
Q2 2024,IT,Chicago,Equipment,611724,814910
Q2 2024,IT,Chicago,Utilities,211448,877676
Q2 2024,IT,Chicago,Miscellaneous,971278,275307
Q2 2024,IT,Chicago,Marketing,496919,64604
Q2 2024,IT,Chicago,Consulting,137109,49344
Q2 2024,IT,Chicago,Maintenance,29633,1049565
Q2 2024,IT,Chicago,Software Licenses,811927,798984
Q2 2024,IT,Chicago,Healthcare,851982,1056858
Q2 2024,IT,Chicago,Security,213456,803911
Q2 2024,IT,Chicago,Catering,299627,910288
Q2 2024,IT,Chicago,Transportation,376325,484104
Q2 2024,IT,Chicago,Legal Fees,467589,1009221
Q2 2024,IT,Dallas,Salaries,297213,403950
Q2 2024,IT,Dallas,Office Supplies,139442,740780
Q2 2024,IT,Dallas,Travel,645161,403925
Q2 2024,IT,Dallas,Training,904275,616492
Q2 2024,IT,Dallas,Equipment,72947,1092934
Q2 2024,IT,Dallas,Utilities,171205,103818
Q2 2024,IT,Dallas,Miscellaneous,752395,154747
Q2 2024,IT,Dallas,Marketing,96761,222125
Q2 2024,IT,Dallas,Consulting,376897,36407
Q2 2024,IT,Dallas,Maintenance,919196,62484
Q2 2024,IT,Dallas,Software Licenses,554214,538689
Q2 2024,IT,Dallas,Healthcare,887214,788367
Q2 2024,IT,Dallas,Security,105700,1059477
Q2 2024,IT,Dallas,Catering,337128,728244
Q2 2024,IT,Dallas,Transportation,437606,705145
Q2 2024,IT,Dallas,Legal Fees,574881,421231
Q2 2024,IT,Boston,Salaries,863041,758975
Q2 2024,IT,Boston,Office Supplies,6209,20015
Q2 2024,IT,Boston,Travel,651988,670184
Q2 2024,IT,Boston,Training,400749,77749
Q2 2024,IT,Boston,Equipment,611885,869087
Q2 2024,IT,Boston,Utilities,270355,1003286
Q2 2024,IT,Boston,Miscellaneous,10927,701643
Q2 2024,IT,Boston,Marketing,733823,893511
Q2 2024,IT,Boston,Consulting,642621,753732
Q2 2024,IT,Boston,Maintenance,156666,646986
Q2 2024,IT,Boston,Software Licenses,731212,518091
Q2 2024,IT,Boston,Healthcare,209785,420264
Q2 2024,IT,Boston,Security,339526,589643
Q2 2024,IT,Boston,Catering,140005,63795
Q2 2024,IT,Boston,Transportation,629068,464393
Q2 2024,IT,Boston,Legal Fees,565984,255294
Q2 2024,IT,Los Angeles,Salaries,197521,42545
Q2 2024,IT,Los Angeles,Office Supplies,330760,749577
Q2 2024,IT,Los Angeles,Travel,924593,709947
Q2 2024,IT,Los Angeles,Training,450764,867355
Q2 2024,IT,Los Angeles,Equipment,158195,708195
Q2 2024,IT,Los Angeles,Utilities,402013,350748
Q2 2024,IT,Los Angeles,Miscellaneous,51013,984288
Q2 2024,IT,Los Angeles,Marketing,402562,970766
Q2 2024,IT,Los Angeles,Consulting,217486,373999
Q2 2024,IT,Los Angeles,Maintenance,427888,991948
Q2 2024,IT,Los Angeles,Software Licenses,411869,119897
Q2 2024,IT,Los Angeles,Healthcare,836988,1097678
Q2 2024,IT,Los Angeles,Security,911155,582816
Q2 2024,IT,Los Angeles,Catering,764638,788470
Q2 2024,IT,Los Angeles,Transportation,551428,582281
Q2 2024,IT,Los Angeles,Legal Fees,264328,495085
Q2 2024,IT,Seattle,Salaries,428709,575462
Q2 2024,IT,Seattle,Office Supplies,962652,834230
Q2 2024,IT,Seattle,Travel,681206,995274
Q2 2024,IT,Seattle,Training,112361,176731
Q2 2024,IT,Seattle,Equipment,678555,558266
Q2 2024,IT,Seattle,Utilities,793038,945879
Q2 2024,IT,Seattle,Miscellaneous,398172,370317
Q2 2024,IT,Seattle,Marketing,17555,215901
Q2 2024,IT,Seattle,Consulting,525213,219238
Q2 2024,IT,Seattle,Maintenance,615673,991966
Q2 2024,IT,Seattle,Software Licenses,412906,664422
Q2 2024,IT,Seattle,Healthcare,321646,152657
Q2 2024,IT,Seattle,Security,256658,344167
Q2 2024,IT,Seattle,Catering,443065,570731
Q2 2024,IT,Seattle,Transportation,682707,629092
Q2 2024,IT,Seattle,Legal Fees,755085,565088
Q2 2024,IT,Austin,Salaries,104844,627680
Q2 2024,IT,Austin,Office Supplies,92321,491224
Q2 2024,IT,Austin,Travel,836488,1050461
Q2 2024,IT,Austin,Training,720211,999731
Q2 2024,IT,Austin,Equipment,99234,885226
Q2 2024,IT,Austin,Utilities,475718,193611
Q2 2024,IT,Austin,Miscellaneous,752993,730341
Q2 2024,IT,Austin,Marketing,999922,894346
Q2 2024,IT,Austin,Consulting,726571,857642
Q2 2024,IT,Austin,Maintenance,829282,473319
Q2 2024,IT,Austin,Software Licenses,472761,708348
Q2 2024,IT,Austin,Healthcare,290987,85069
Q2 2024,IT,Austin,Security,325464,55695
Q2 2024,IT,Austin,Catering,555081,237441
Q2 2024,IT,Austin,Transportation,958020,400119
Q2 2024,IT,Austin,Legal Fees,674217,784918
Q2 2024,IT,Miami,Salaries,20627,909278
Q2 2024,IT,Miami,Office Supplies,324966,325657
Q2 2024,IT,Miami,Travel,478317,215041
Q2 2024,IT,Miami,Training,223633,583727
Q2 2024,IT,Miami,Equipment,970752,1044045
Q2 2024,IT,Miami,Utilities,318942,79288
Q2 2024,IT,Miami,Miscellaneous,749728,495414
Q2 2024,IT,Miami,Marketing,700476,265921
Q2 2024,IT,Miami,Consulting,338462,902882
Q2 2024,IT,Miami,Maintenance,367330,395284
Q2 2024,IT,Miami,Software Licenses,783479,901697
Q2 2024,IT,Miami,Healthcare,351046,191784
Q2 2024,IT,Miami,Security,422773,671192
Q2 2024,IT,Miami,Catering,334478,688277
Q2 2024,IT,Miami,Transportation,469379,939057
Q2 2024,IT,Miami,Legal Fees,369863,474737
Q2 2024,IT,Denver,Salaries,124099,53896
Q2 2024,IT,Denver,Office Supplies,734362,669231
Q2 2024,IT,Denver,Travel,698974,1038388
Q2 2024,IT,Denver,Training,275864,795273
Q2 2024,IT,Denver,Equipment,320752,738211
Q2 2024,IT,Denver,Utilities,108449,503627
Q2 2024,IT,Denver,Miscellaneous,103828,1089434
Q2 2024,IT,Denver,Marketing,127613,573351
Q2 2024,IT,Denver,Consulting,73095,223374
Q2 2024,IT,Denver,Maintenance,631212,632733
Q2 2024,IT,Denver,Software Licenses,478910,700630
Q2 2024,IT,Denver,Healthcare,621740,490254
Q2 2024,IT,Denver,Security,88593,820807
Q2 2024,IT,Denver,Catering,692252,964103
Q2 2024,IT,Denver,Transportation,894407,765864
Q2 2024,IT,Denver,Legal Fees,340386,230919
Q2 2024,Finance,New York,Salaries,903473,425163
Q2 2024,Finance,New York,Office Supplies,127202,554202
Q2 2024,Finance,New York,Travel,78606,352995
Q2 2024,Finance,New York,Training,124769,834975
Q2 2024,Finance,New York,Equipment,119542,227741
Q2 2024,Finance,New York,Utilities,369582,1096953
Q2 2024,Finance,New York,Miscellaneous,788356,488600
Q2 2024,Finance,New York,Marketing,576610,373380
Q2 2024,Finance,New York,Consulting,158550,528054
Q2 2024,Finance,New York,Maintenance,596330,546502
Q2 2024,Finance,New York,Software Licenses,571706,1014530
Q2 2024,Finance,New York,Healthcare,456433,1000364
Q2 2024,Finance,New York,Security,625987,93805
Q2 2024,Finance,New York,Catering,91140,413455
Q2 2024,Finance,New York,Transportation,999350,452236
Q2 2024,Finance,New York,Legal Fees,467978,702945
Q2 2024,Finance,San Francisco,Salaries,537069,205190
Q2 2024,Finance,San Francisco,Office Supplies,399731,724356
Q2 2024,Finance,San Francisco,Travel,380502,1044574
Q2 2024,Finance,San Francisco,Training,299277,202726
Q2 2024,Finance,San Francisco,Equipment,98628,30200
Q2 2024,Finance,San Francisco,Utilities,602234,53563
Q2 2024,Finance,San Francisco,Miscellaneous,86058,673584
Q2 2024,Finance,San Francisco,Marketing,927599,894042
Q2 2024,Finance,San Francisco,Consulting,482799,110755
Q2 2024,Finance,San Francisco,Maintenance,152542,937634
Q2 2024,Finance,San Francisco,Software Licenses,306273,737426
Q2 2024,Finance,San Francisco,Healthcare,271675,659396
Q2 2024,Finance,San Francisco,Security,300182,725376
Q2 2024,Finance,San Francisco,Catering,351083,363115
Q2 2024,Finance,San Francisco,Transportation,43674,325237
Q2 2024,Finance,San Francisco,Legal Fees,128572,639212
Q2 2024,Finance,Chicago,Salaries,751018,247721
Q2 2024,Finance,Chicago,Office Supplies,476692,954992
Q2 2024,Finance,Chicago,Travel,292975,155994
Q2 2024,Finance,Chicago,Training,582462,226412
Q2 2024,Finance,Chicago,Equipment,798711,400347
Q2 2024,Finance,Chicago,Utilities,432436,743262
Q2 2024,Finance,Chicago,Miscellaneous,848042,374355
Q2 2024,Finance,Chicago,Marketing,446935,43062
Q2 2024,Finance,Chicago,Consulting,781296,1025994
Q2 2024,Finance,Chicago,Maintenance,54051,107235
Q2 2024,Finance,Chicago,Software Licenses,204085,1028404
Q2 2024,Finance,Chicago,Healthcare,319796,715752
Q2 2024,Finance,Chicago,Security,66524,690086
Q2 2024,Finance,Chicago,Catering,477152,873519
Q2 2024,Finance,Chicago,Transportation,269614,644406
Q2 2024,Finance,Chicago,Legal Fees,461814,393078
Q2 2024,Finance,Dallas,Salaries,960302,542616
Q2 2024,Finance,Dallas,Office Supplies,518733,1049444
Q2 2024,Finance,Dallas,Travel,316617,856485
Q2 2024,Finance,Dallas,Training,938384,867986
Q2 2024,Finance,Dallas,Equipment,756477,353882
Q2 2024,Finance,Dallas,Utilities,45439,376940
Q2 2024,Finance,Dallas,Miscellaneous,277452,536614
Q2 2024,Finance,Dallas,Marketing,92563,764671
Q2 2024,Finance,Dallas,Consulting,752616,485580
Q2 2024,Finance,Dallas,Maintenance,298225,108335
Q2 2024,Finance,Dallas,Software Licenses,731602,15863
Q2 2024,Finance,Dallas,Healthcare,444599,614006
Q2 2024,Finance,Dallas,Security,535125,1073031
Q2 2024,Finance,Dallas,Catering,760495,144459
Q2 2024,Finance,Dallas,Transportation,970655,553159
Q2 2024,Finance,Dallas,Legal Fees,643416,527291
Q2 2024,Finance,Boston,Salaries,168896,17744
Q2 2024,Finance,Boston,Office Supplies,689433,200541
Q2 2024,Finance,Boston,Travel,900083,69747
Q2 2024,Finance,Boston,Training,622912,35991
Q2 2024,Finance,Boston,Equipment,420515,247929
Q2 2024,Finance,Boston,Utilities,715221,73064
Q2 2024,Finance,Boston,Miscellaneous,31063,189796
Q2 2024,Finance,Boston,Marketing,594741,482433
Q2 2024,Finance,Boston,Consulting,255371,210209
Q2 2024,Finance,Boston,Maintenance,986976,610051
Q2 2024,Finance,Boston,Software Licenses,103166,138493
Q2 2024,Finance,Boston,Healthcare,15506,223421
Q2 2024,Finance,Boston,Security,226413,1099114
Q2 2024,Finance,Boston,Catering,998358,189566
Q2 2024,Finance,Boston,Transportation,114604,139226
Q2 2024,Finance,Boston,Legal Fees,27026,890127
Q2 2024,Finance,Los Angeles,Salaries,421888,220631
Q2 2024,Finance,Los Angeles,Office Supplies,956921,125550
Q2 2024,Finance,Los Angeles,Travel,315557,959536
Q2 2024,Finance,Los Angeles,Training,256116,851968
Q2 2024,Finance,Los Angeles,Equipment,328210,817500
Q2 2024,Finance,Los Angeles,Utilities,191285,1045132
Q2 2024,Finance,Los Angeles,Miscellaneous,51971,506671
Q2 2024,Finance,Los Angeles,Marketing,421497,660450
Q2 2024,Finance,Los Angeles,Consulting,114978,449050
Q2 2024,Finance,Los Angeles,Maintenance,160163,387594
Q2 2024,Finance,Los Angeles,Software Licenses,837926,800664
Q2 2024,Finance,Los Angeles,Healthcare,104864,58975
Q2 2024,Finance,Los Angeles,Security,937114,1082705
Q2 2024,Finance,Los Angeles,Catering,395295,428263
Q2 2024,Finance,Los Angeles,Transportation,620674,269621
Q2 2024,Finance,Los Angeles,Legal Fees,440967,980114
Q2 2024,Finance,Seattle,Salaries,611414,51157
Q2 2024,Finance,Seattle,Office Supplies,449648,566704
Q2 2024,Finance,Seattle,Travel,687311,455300
Q2 2024,Finance,Seattle,Training,606151,185928
Q2 2024,Finance,Seattle,Equipment,341435,485499
Q2 2024,Finance,Seattle,Utilities,126659,308478
Q2 2024,Finance,Seattle,Miscellaneous,716232,210928
Q2 2024,Finance,Seattle,Marketing,8235,883212
Q2 2024,Finance,Seattle,Consulting,345877,807375
Q2 2024,Finance,Seattle,Maintenance,63712,994132
Q2 2024,Finance,Seattle,Software Licenses,153545,718633
Q2 2024,Finance,Seattle,Healthcare,723927,147889
Q2 2024,Finance,Seattle,Security,763178,1090799
Q2 2024,Finance,Seattle,Catering,126849,42513
Q2 2024,Finance,Seattle,Transportation,256493,599398
Q2 2024,Finance,Seattle,Legal Fees,605111,789437
Q2 2024,Finance,Austin,Salaries,105215,316210
Q2 2024,Finance,Austin,Office Supplies,766359,668502
Q2 2024,Finance,Austin,Travel,33230,719350
Q2 2024,Finance,Austin,Training,347717,677360
Q2 2024,Finance,Austin,Equipment,748948,139060
Q2 2024,Finance,Austin,Utilities,463092,265752
Q2 2024,Finance,Austin,Miscellaneous,303788,276795
Q2 2024,Finance,Austin,Marketing,180736,474906
Q2 2024,Finance,Austin,Consulting,832635,523847
Q2 2024,Finance,Austin,Maintenance,329821,409074
Q2 2024,Finance,Austin,Software Licenses,419641,539708
Q2 2024,Finance,Austin,Healthcare,648534,971059
Q2 2024,Finance,Austin,Security,85817,588083
Q2 2024,Finance,Austin,Catering,239657,561769
Q2 2024,Finance,Austin,Transportation,218033,851741
Q2 2024,Finance,Austin,Legal Fees,232414,477355
Q2 2024,Finance,Miami,Salaries,257812,68503
Q2 2024,Finance,Miami,Office Supplies,857238,723840
Q2 2024,Finance,Miami,Travel,305958,305080
Q2 2024,Finance,Miami,Training,595507,514595
Q2 2024,Finance,Miami,Equipment,968150,83886
Q2 2024,Finance,Miami,Utilities,171956,281198
Q2 2024,Finance,Miami,Miscellaneous,358489,324217
Q2 2024,Finance,Miami,Marketing,258134,118374
Q2 2024,Finance,Miami,Consulting,363232,639935
Q2 2024,Finance,Miami,Maintenance,856754,106347
Q2 2024,Finance,Miami,Software Licenses,22650,538014
Q2 2024,Finance,Miami,Healthcare,357386,755519
Q2 2024,Finance,Miami,Security,927694,509037
Q2 2024,Finance,Miami,Catering,825628,512300
Q2 2024,Finance,Miami,Transportation,171521,370331
Q2 2024,Finance,Miami,Legal Fees,171733,948992
Q2 2024,Finance,Denver,Salaries,817141,1012863
Q2 2024,Finance,Denver,Office Supplies,243037,788157
Q2 2024,Finance,Denver,Travel,81428,1038511
Q2 2024,Finance,Denver,Training,207251,576683
Q2 2024,Finance,Denver,Equipment,535231,541409
Q2 2024,Finance,Denver,Utilities,699600,34987
Q2 2024,Finance,Denver,Miscellaneous,439976,44635
Q2 2024,Finance,Denver,Marketing,22042,1076611
Q2 2024,Finance,Denver,Consulting,778130,619296
Q2 2024,Finance,Denver,Maintenance,831326,67914
Q2 2024,Finance,Denver,Software Licenses,925373,654279
Q2 2024,Finance,Denver,Healthcare,979582,1081536
Q2 2024,Finance,Denver,Security,319903,886243
Q2 2024,Finance,Denver,Catering,369117,920084
Q2 2024,Finance,Denver,Transportation,831738,1046643
Q2 2024,Finance,Denver,Legal Fees,895801,641937
Q2 2024,Marketing,New York,Salaries,711731,97852
Q2 2024,Marketing,New York,Office Supplies,677278,652982
Q2 2024,Marketing,New York,Travel,815811,164033
Q2 2024,Marketing,New York,Training,383811,438515
Q2 2024,Marketing,New York,Equipment,502691,688046
Q2 2024,Marketing,New York,Utilities,215304,402816
Q2 2024,Marketing,New York,Miscellaneous,397178,50260
Q2 2024,Marketing,New York,Marketing,670211,71775
Q2 2024,Marketing,New York,Consulting,905058,920668
Q2 2024,Marketing,New York,Maintenance,439963,66581
Q2 2024,Marketing,New York,Software Licenses,912612,271374
Q2 2024,Marketing,New York,Healthcare,315493,467735
Q2 2024,Marketing,New York,Security,202904,563780
Q2 2024,Marketing,New York,Catering,712716,1079462
Q2 2024,Marketing,New York,Transportation,671105,230134
Q2 2024,Marketing,New York,Legal Fees,6730,266851
Q2 2024,Marketing,San Francisco,Salaries,408137,230452
Q2 2024,Marketing,San Francisco,Office Supplies,754790,1077980
Q2 2024,Marketing,San Francisco,Travel,203210,1087245
Q2 2024,Marketing,San Francisco,Training,739471,670697
Q2 2024,Marketing,San Francisco,Equipment,20023,779645
Q2 2024,Marketing,San Francisco,Utilities,963853,644349
Q2 2024,Marketing,San Francisco,Miscellaneous,652084,377583
Q2 2024,Marketing,San Francisco,Marketing,868965,430837
Q2 2024,Marketing,San Francisco,Consulting,346430,388536
Q2 2024,Marketing,San Francisco,Maintenance,829411,1033133
Q2 2024,Marketing,San Francisco,Software Licenses,810269,425442
Q2 2024,Marketing,San Francisco,Healthcare,409213,619965
Q2 2024,Marketing,San Francisco,Security,892407,270257
Q2 2024,Marketing,San Francisco,Catering,701399,60468
Q2 2024,Marketing,San Francisco,Transportation,521610,354900
Q2 2024,Marketing,San Francisco,Legal Fees,21923,727410
Q2 2024,Marketing,Chicago,Salaries,796308,640175
Q2 2024,Marketing,Chicago,Office Supplies,848405,382395
Q2 2024,Marketing,Chicago,Travel,397103,92434
Q2 2024,Marketing,Chicago,Training,195795,960598
Q2 2024,Marketing,Chicago,Equipment,829854,109919
Q2 2024,Marketing,Chicago,Utilities,234462,334735
Q2 2024,Marketing,Chicago,Miscellaneous,52413,954287
Q2 2024,Marketing,Chicago,Marketing,889916,30515
Q2 2024,Marketing,Chicago,Consulting,921345,954719
Q2 2024,Marketing,Chicago,Maintenance,256719,219200
Q2 2024,Marketing,Chicago,Software Licenses,554044,969885
Q2 2024,Marketing,Chicago,Healthcare,334720,659812
Q2 2024,Marketing,Chicago,Security,643536,145675
Q2 2024,Marketing,Chicago,Catering,273448,269251
Q2 2024,Marketing,Chicago,Transportation,555629,321560
Q2 2024,Marketing,Chicago,Legal Fees,923262,978787
Q2 2024,Marketing,Dallas,Salaries,411226,949878
Q2 2024,Marketing,Dallas,Office Supplies,128039,644916
Q2 2024,Marketing,Dallas,Travel,717118,461087
Q2 2024,Marketing,Dallas,Training,688018,146804
Q2 2024,Marketing,Dallas,Equipment,181074,187278
Q2 2024,Marketing,Dallas,Utilities,759678,152197
Q2 2024,Marketing,Dallas,Miscellaneous,657735,515307
Q2 2024,Marketing,Dallas,Marketing,624773,900973
Q2 2024,Marketing,Dallas,Consulting,809524,517329
Q2 2024,Marketing,Dallas,Maintenance,132562,774359
Q2 2024,Marketing,Dallas,Software Licenses,4729,448046
Q2 2024,Marketing,Dallas,Healthcare,662334,390088
Q2 2024,Marketing,Dallas,Security,643510,800228
Q2 2024,Marketing,Dallas,Catering,348360,1021668
Q2 2024,Marketing,Dallas,Transportation,609148,839717
Q2 2024,Marketing,Dallas,Legal Fees,259360,48630
Q2 2024,Marketing,Boston,Salaries,360014,1083746
Q2 2024,Marketing,Boston,Office Supplies,22398,844804
Q2 2024,Marketing,Boston,Travel,297794,473024
Q2 2024,Marketing,Boston,Training,939796,816330
